"0","1","2","3","4","5","6","7","8","9"
0.0191489361702128,0.0117021276595745,0.00957446808510638,0.0117021276595745,0.0127659574468085,0.00957446808510638,0.0127659574468085,0.0148936170212766,0.00957446808510638,0.0127659574468085
0.0138297872340426,0.00638297872340425,0.00425531914893617,0.00638297872340425,0.0074468085106383,0.00425531914893617,0.0074468085106383,0.00957446808510638,0.00425531914893617,0.0074468085106383
0.0127659574468085,0.00531914893617021,0.00319148936170213,0.00531914893617021,0.00638297872340425,0.00319148936170213,0.00638297872340425,0.00851063829787234,0.00319148936170213,0.00638297872340425
0.0202127659574468,0.0127659574468085,0.0106382978723404,0.0127659574468085,0.0138297872340426,0.0106382978723404,0.0138297872340426,0.0159574468085106,0.0106382978723404,0.0138297872340426
0.0180851063829787,0.0106382978723404,0.00851063829787234,0.0106382978723404,0.0117021276595745,0.00851063829787234,0.0117021276595745,0.0138297872340426,0.00851063829787234,0.0117021276595745
0.0138297872340426,0.00638297872340425,0.00425531914893617,0.00638297872340425,0.0074468085106383,0.00425531914893617,0.0074468085106383,0.00957446808510638,0.00425531914893617,0.0074468085106383
0.0159574468085106,0.00851063829787234,0.00638297872340425,0.00851063829787234,0.00957446808510638,0.00638297872340425,0.00957446808510638,0.0117021276595745,0.00638297872340425,0.00957446808510638
0.0276595744680851,0.0202127659574468,0.0180851063829787,0.0202127659574468,0.0212765957446809,0.0180851063829787,0.0212765957446809,0.0234042553191489,0.0180851063829787,0.0212765957446809
0.0138297872340426,0.00638297872340425,0.00425531914893617,0.00638297872340425,0.0074468085106383,0.00425531914893617,0.0074468085106383,0.00957446808510638,0.00425531914893617,0.0074468085106383
0.0117021276595745,0.00425531914893617,0.00212765957446809,0.00425531914893617,0.00531914893617021,0.00212765957446809,0.00531914893617021,0.0074468085106383,0.00212765957446809,0.00531914893617021
