MP.Name,Date,Event,Type,Numbers,Venue.s.
"Hall, Patrick",3/28/06,NFU,Rec,25,Dng Rm C
"Newmark, Brooks",5/23/06,NFU,Tea,35,Dng Rm B
"Mercer, Patrick",10/16/07,NFU East Midlands Agricultural Discussion,Tea,20,Dng Rm C
"Paice, James",11/10/08,NFU Lunch For Cambridgeshire MPS,Lnch,20,Dng Rm B
"Gidley, Sandra",3/9/09,NFWI Parliamentary Reception,Rec,25,Dng Rm B
"Shapps, Grant",5/20/08,NHBC Dinner with Conservative MPs,Dinn,14,Dng Rm C
"McNulty, Tony",9/7/04,NHCT,Rec,200,Mmbrs Dng Rm
"Raynsford, Nick",5/11/09,NHIC Big Green Homes Initiative,Lnch,83,"Church. Dng Rm, Tce Pvln"
"Flello, Robert",6/25/07,NHIC Group Lunch,Lnch,55,Church. Dng Rm
"Raynsford, Nick",6/16/08,NHIC PArliamentary Lunch,Lnch,80,Church. Dng Rm
"Cormack, Sir Patrick",6/23/08,NHMF Trustees Dinner,Dinn,15,Astor Suite
"Drew, David",5/5/09,NHPAU Parliamentary Reception,Rec,70,Dng Rm A
"Kennedy, Jane",12/12/05,NHS,Dinn,10,Dng Rm C
"Harris, Evan",10/30/08,NHS Cometition Panel,Bfast,90,Church. Dng Rm
"Harris, Evan",7/12/07,NHS Commission,Bfast,106,Church. Dng Rm
"Harris, Evan",1/31/08,NHS Commissioning,Bfast,98,"Church. Dng Rm, Dng Rm D"
"Buck, Karen",6/21/05,NHS Confederation,Lnch,18,Dng Rm B
"Burstow, Paul",11/24/04,Nhs Confederation,Lnch,14,Dng Rm C
"Burstow, Paul",11/22/05,NHS Confederation,Dinn,14,Dng Rm C
"Gibson, Ian",9/8/04,NHS Confederation,Rec,50,Strngrs Dng Rm
"Lait, Jacqui",3/17/05,NHS Confederation,Lnch,18,Dng Rm B
"Barron, Kevin",7/3/06,NHS Funding Projects,Bfast,80,Tce Pvln
"Hope, Phil",6/18/09,NHS Innovations Exposition,Dinn,14,Dng Rm C
"Harris, Evan",11/29/07,NHS Reform,Bfast,106,Church. Dng Rm
"Featherstone, Lynne",4/25/07,NHS Sickles Cell & Thalassaemia Screening,Rec,25,Dng Rm D
"Penning, Mike",1/20/09,NHS Supply Chain Event,Lnch,13,Dng Rm C
"Donaldson, Jeffrey",10/22/08,NI Bus Seminar,Rec,40,Dng Rm C
"Barron, Kevin",4/28/09,Nice 10th Aniversary Parliamentary Reception,Rec,60,Mmbrs Dng Rm
"Jack, Michael",5/4/04,Nick's Diner,Dinn,10,Dng Rm D
"Jack, Michael",12/7/04,Nick's Diner,Dinn,10,Dng Rm D
"Jack, Michael",7/13/04,Nicks Diner,Dinn,10,Dng Rm D
"Jack, Michael",10/12/04,Nicks Diner,Dinn,10,Dng Rm D
"Jack, Michael",10/26/04,Nicks Diner,Dinn,10,Dng Rm D
"Jack, Michael",11/23/04,Nicks Diner,Dinn,10,Dng Rm D
"Jack, Michael",1/11/05,Nicks Diner,Dinn,12,Dng Rm C
"Jack, Michael",1/25/05,Nicks Diner,Dinn,10,Dng Rm D
"Jack, Michael",2/8/05,Nicks Diner,Dinn,12,Dng Rm D
"Jack, Michael",2/22/05,Nicks Diner,Dinn,10,Dng Rm D
"Jack, Michael",3/8/05,Nicks Diner,Dinn,10,Dng Rm D
"Jack, Michael",3/22/05,Nicks Diner,Dinn,10,Dng Rm D
"Jack, Michael",4/5/05,Nicks Diner,Dinn,10,Dng Rm D
"Jack, Michael",5/17/05,Nicks Diner,Dinn,13,Dng Rm D
"Jack, Michael",6/7/05,Nicks Diner,Dinn,11,Dng Rm D
"Jack, Michael",6/21/05,Nicks Diner,Dinn,12,Dng Rm D
"Jack, Michael",7/5/05,Nicks Diner,Dinn,10,Dng Rm D
"Jack, Michael",7/19/05,Nicks Diner,Dinn,11,Dng Rm D
"Jack, Michael",10/11/05,Nicks Diner,Dinn,10,Dng Rm D
"Jack, Michael",10/25/05,Nicks Diner,Dinn,14,Dng Rm D
"Jack, Michael",11/8/05,Nicks Diner,Dinn,12,Dng Rm D
"Jack, Michael",11/22/05,Nicks Diner,Dinn,14,Dng Rm D
"Jack, Michael",12/6/05,Nicks Diner,Dinn,11,Dng Rm D
"Jack, Michael",1/10/06,Nicks Diner,Dinn,11,Dng Rm D
"Jack, Michael",1/24/06,Nicks Diner,Dinn,10,Dng Rm D
"Jack, Michael",2/7/06,Nicks Diner,Dinn,10,Dng Rm D
"Jack, Michael",3/7/06,Nicks Diner,Dinn,10,Dng Rm D
"Jack, Michael",3/21/06,Nicks Diner,Dinn,10,Dng Rm D
"Jack, Michael",4/18/06,Nicks Diner,Dinn,12,Dng Rm D
"Jack, Michael",5/2/06,Nicks Diner,Dinn,12,Dng Rm D
"Jack, Michael",5/16/06,Nicks Diner,Dinn,11,Dng Rm D
"Jack, Michael",6/6/06,Nicks Diner,Dinn,10,Dng Rm D
"Jack, Michael",6/20/06,Nicks Diner,Dinn,10,Dng Rm D
"Jack, Michael",7/4/06,Nicks Diner,Dinn,10,Dng Rm D
"Jack, Michael",7/18/06,Nicks Diner,Dinn,13,Dng Rm D
"Jack, Michael",10/10/06,Nicks Diner,Dinn,14,Dng Rm D
"Jack, Michael",10/24/06,Nicks Diner,Dinn,15,Dng Rm D
"Jack, Michael",11/7/06,Nicks Diner,Dinn,13,Dng Rm D
"Jack, Michael",11/21/06,Nicks Diner,Dinn,11,Dng Rm D
"Jack, Michael",12/5/06,Nicks Diner,Dinn,12,Dng Rm D
"Jack, Michael",1/9/07,Nicks Diner,Dinn,10,Dng Rm D
"Jack, Michael",1/23/07,Nicks Diner,Dinn,13,Dng Rm D
"Jack, Michael",2/6/07,Nicks Diner,Dinn,6,Dng Rm D
"Jack, Michael",2/20/07,Nicks Diner,Dinn,10,Dng Rm D
"Jack, Michael",3/6/07,Nicks Diner,Dinn,12,Dng Rm D
"Jack, Michael",3/20/07,Nicks Diner,Dinn,7,Dng Rm D
"Jack, Michael",4/17/07,Nicks Diner,Dinn,8,Dng Rm D
"Jack, Michael",5/1/07,Nicks Diner,Dinn,8,Dng Rm D
"Jack, Michael",5/15/07,Nicks Diner,Dinn,10,Dng Rm D
"Jack, Michael",6/12/07,Nicks Diner,Dinn,11,Dng Rm D
"Jack, Michael",6/26/07,Nicks Diner,Dinn,7,Dng Rm D
"Jack, Michael",7/10/07,Nicks Diner,Dinn,10,Dng Rm D
"Jack, Michael",7/24/07,Nicks Diner,Dinn,7,Dng Rm D
"Jack, Michael",10/16/07,Nicks Diner,Dinn,12,Dng Rm D
"Jack, Michael",11/13/07,Nicks Diner,Dinn,12,Dng Rm D
"Jack, Michael",11/27/07,Nicks Diner,Dinn,10,Dng Rm D
"Jack, Michael",12/11/07,Nicks Diner,Dinn,11,Dng Rm D
"Jack, Michael",1/8/08,Nicks Diner,Dinn,18,Astor Suite
"Jack, Michael",6/8/04,Nicks Dinner,Dinn,10,Dng Rm D
"Durkan, Mark",6/10/09,NILMC Ireland Medical Committee,Dinn,18,Dng Rm B
"Hoban, Mark",6/21/06,NJ Consulting,Lnch,11,Dng Rm D
"Brake, Thomas",11/30/05,NJUG,Rec,80,Strngrs Dng Rm
"Paterson, Owen",11/28/06,NJUG Winter Recpetion,Rec,100,Strngrs Dng Rm
"Raynsford, Nick",6/27/07,NLGN Summer Reception,Rec,200,Tce Pvln
"Raynsford, Nick",6/25/09,NLGN Summer Reception,Rec,200,Tce Pvln
"Bayley, Hugh",5/19/04,NMSI,Rec,20,Dng Rm D
"Redwood, John",4/20/09,No Turning Back Group,Dinn,15,Club Rm
"Redwood, John",10/16/06,No Turning Back Group Supper,Dinn,23,Club Rm
"Berry, Roger",11/19/08,No Voice No Choice,Tea,100,Tce Pvln
"Martlew, Eric",5/3/06,Noah Ltd,Rec,150,Tce Pvln
"Barlow, Celia",10/27/05,Noise Abatement Society,Rec,105,Tce Pvln
"Barlow, Celia",11/1/06,Noise Abatement Society,Rec,150,Tce Pvln
"Barlow, Celia",11/1/07,Noise Abatement Society,Rec,150,Tce Pvln
"Michael, Alun",6/4/07,Nominet,Dinn,6,Dng Rm C
"Michael, Alun",6/5/07,Nominet,Rec,50,Dng Rm A
"Linton, Martin",3/7/08,Nordic Translation Conference,Dinn,90,"Church. Dng Rm, Tce Pvln"
"Balls, Ed",3/2/06,Normanton Rotary Club,Dinn,13,Dng Rm C
"Humble, Joan",3/16/05,Nort West Inst Of Civil Eng,Dinn,46,Dng Rm A
"May, Theresa",7/7/08,Nortel Evening Reception,Rec,80,Dng Rm A
"Maclean, David",11/28/06,North Cumbria Conservatives,Dinn,24,Dng Rm B
"Harvey, Nick",7/21/05,North Devon Cottge,Tea,100,Tce Pvln
"Burt, Alistair",6/19/06,North East Bedfordshire Cons Assoc,Tea,50,Tce Pvln
"Hayes, John",11/23/06,North East Derbyshire Conservatives,Lnch,33,Dng Rm A
"Prisk, Mark",11/18/04,North East Derbyshire Conservatives,Lnch,37,Dng Rm A
"Brown, Nick",6/30/09,North East England/Low Carbon Economy,Rec,65,Strngrs Dng Rm
"Cook, Frank",11/15/05,North East Farmaceutical Group,Dinn,17,Astor Suite
"of Bishop Auckland, Foster",10/26/04,North East Farmaceutical Group,Dinn,19,Astor Suite
"Barron, Kevin",7/12/05,North East Pharmaceutical Group,Dinn,17,Club Rm
"Beith, Alan J",6/5/07,North East Pharmaceutical Group Dinner,Dinn,19,Astor Suite
"Holloway, Adam",11/7/07,North Kent Community Church,Dinn,14,Dng Rm B
"Villiers, Theresa",6/7/07,North Lodon Hospice,Rec,55,Tce Pvln
"Lamb, Norman",6/28/04,North Norfolk Liberal Democrats,Tea,35,Tce Pvln
"Baldry, Tony",11/7/05,North Oxon Conservative Assoc,Dinn,48,Dng Rm A
"Ancram, Michael",1/31/05,North Southwark & Bermondsey Cons Assoc,Rec,49,Dng Rm B
"Crabb , Stephen",7/4/05,North Southwark & Bersmondsey Conservatives,Rec,25,Astor Suite
"Walley, Joan",4/21/09,North Staffordshire Chamber of Commerce,Lnch,20,Astor Suite
"Walley, Joan",11/12/07,North Staffordshire Chamber Patrons,Lnch,19,Dng Rm B
"Byers, Stephen",1/29/08,North Tyneside Bus Dinner,Dinn,17,Dng Rm B
"Pike, Peter",6/30/04,North West Aerospace Alliance,Rec,80,Dng Rm A
"Young, Sir George",11/23/05,North West Hampshire Cons Assoc,Dinn,46,Dng Rm A
"Miller, Andrew",7/18/05,North West in Bus,Rec,20,Dng Rm C
"Howarth, George",7/1/08,North West Learner Awards Winner,Rec,22,Dng Rm D
"Dobbin, Jim",6/17/09,North West Pharmaceutical Group,Dinn,18,Astor Suite
"Iddon, Brian",7/11/07,North West Pharmaceutical Group,Dinn,15,Astor Suite
"Winterton, Nicholas",2/21/07,North West Pharmaceutical Group,Dinn,20,Dng Rm B
"Brady, Graham",3/23/09,North West Rail Campaign,Dinn,7,Dng Rm C
"Leech, John",2/25/09,North West Rail Dinner,Dinn,10,Dng Rm C
"Gray, James",1/12/05,North Wilshire Bus Association,Dinn,22,Dng Rm B
"Gray, James",7/5/06,North Wilshire Bus Association,Dinn,22,Dng Rm B
"Gray, James",2/7/07,North Wilshire Bus Association,Dinn,18,Dng Rm B
"Gray, James",2/20/08,North Wilshire Bus Association,Dinn,11,Club Rm
"Gray, James",2/9/05,North Wilts Bus Assoc,Dinn,22,Dng Rm B
"Gray, James",2/15/06,North Wilts Bus Association,Dinn,22,Dng Rm B
"Wills, Michael",10/14/06,North Wilts Labour Party,Lnch,46,"Pugin Rm, Strngrs Dng Rm"
"Gray, James",7/7/04,North Wiltshire Bus Assoc,Dinn,18,Dng Rm B
"Gray, James",11/24/04,North Wiltshire Bus Assoc,Dinn,22,Dng Rm B
"Gray, James",5/12/04,North Wiltshire Bus Association,Dinn,20,Dng Rm B
"Gray, James",9/15/04,North Wiltshire Bus Association,Dinn,54,"Dng Rm A, Rm A Bar"
"Gray, James",11/1/06,North Wiltshire Bus Association,Dinn,17,Dng Rm B
"Gray, James",11/21/07,North Wiltshire Bus Association,Dinn,18,Dng Rm B
"Willis, Phil",5/12/09,North Yorkshire Dinner,Dinn,19,Astor Suite
"Hollobone, Philip",4/27/09,Northamphonshire Chamber of Commerce,Lnch,19,Dng Rm A
"Bone, Peter",7/23/07,Northamptonshire Chamber,Rec,31,Dng Rm A
"Boswell, Tim",2/28/06,Northamptonshire Chamber,Rec,50,Dng Rm A
"Stinchcombe, Paul",6/14/04,Northamptonshire Chamber,Lnch,40,Dng Rm A
"Binley, Brian",1/30/07,Northamptonshire Sport,Lnch,8,Dng Rm D
"Jones, Kevan",1/11/05,Northen Defence Industries,Dinn,12,Dng Rm D
"Jones, Kevan",1/31/07,Northern Defence Industries Ltd,Dinn,12,Dng Rm D
"Iddon, Brian",11/27/06,Northern Pharmaceutical Group,Rec,35,Dng Rm B
"Smith, Angela",12/15/08,Northern Way,Rec,100,Mmbrs Dng Rm
"Cousins, Jim",9/18/07,Northern Writers Centre,Rec,100,Tce Pvln
"Atkinson, Peter",12/13/05,Northumbria Police Federation,Dinn,23,Astor Suite
"Campbell, Alan",2/5/08,Northumbria Police Federation,Dinn,21,Astor Suite
"Kemp, Fraser",6/20/07,Northumbrian Association Annual Dinner,Dinn,46,Dng Rm A
"Kemp, Fraser",6/17/09,Northumbrian Association Annual Dinner,Dinn,49,"Dng Rm A, Rm A Bar"
"Cummings, John",7/24/06,Northumbrian Water,Rec,50,Dng Rm A
"Kemp, Fraser",6/23/04,Northumbrian Water,Dinn,50,Dng Rm A
"Kemp, Fraser",6/15/05,Northumbrian Water,Dinn,50,Dng Rm A
"Kemp, Fraser",6/21/06,Northumbrian Water,Dinn,54,Dng Rm A
"Kemp, Fraser",6/18/08,Northumbrian Water,Dinn,50,Dng Rm A
"Murphy, Denis",5/6/08,Northumbrian Water Group,Rec,35,Dng Rm B
"Burnham, Andrew",2/10/09,Northwest Mp's Briefing,Rec,50,Strngrs Dng Rm
"Hall, Mike",2/15/06,Northwich Vision Reception,Rec,60,Strngrs Dng Rm
"Randall, John",2/28/06,Northwood Preparatory School,Dinn,54,Dng Rm A
"Randall, John",4/22/08,Northwood Prepschool Parents Assoc,Dinn,44,Dng Rm A
"Bayley, Hugh",12/4/06,Norwich Union,Rec,150,Tce Pvln
"Grogan, John",7/6/04,Norwich Union,Rec,200,Tce Pvln
"Ruffley, David",11/22/05,Norwich union,Rec,150,Tce Pvln
"Clarke, Charles",2/4/08,Norwich Union Annual Reception,Rec,150,Tce Pvln
"Bayley, Hugh",6/16/08,Norwich Union Prize Giving for Schools,Rec,50,Strngrs Dng Rm
"Evans, Nigel",6/10/05,Noteworthy Events,Dinn,102,"Church. Dng Rm, Dng Rm A"
"Ottaway, Richard",11/3/04,Nottingham Bus Club,Lnch,43,Dng Rm A
"Mercer, Patrick",11/3/05,Nottingham Conservative,Lnch,50,Dng Rm A
"Ottaway, Richard",11/2/06,Nottingham Conservative Bus Club,Lnch,36,Dng Rm A
"Tipping, Paddy",2/9/05,Nottingham Law Society,Lnch,20,Dng Rm B
"Tipping, Paddy",2/7/07,Nottingham Law Society,Lnch,22,Dng Rm B
"Tipping, Paddy",3/4/09,Nottinghamshire Law Society Lunch,Lnch,18,Dng Rm B
"Allen, Graham",3/4/08,Nottinghamshire MPs Dinner,Dinn,16,Astor Suite
"Gidley, Sandra",12/12/07,Novartis / RNIB,Dinn,13,Dng Rm D
"Palmer, Nick",11/29/07,Novartis European Public Affairs,Dinn,34,Club Rm
"Gibson, Ian",3/22/05,Novartis Oncology,Bfast,30,Dng Rm B
"Maude, Francis",6/9/04,Novartis Pharmaceuticals UK Ltd,Rec,50,Strngrs Dng Rm
"Streeter, Gary",6/29/09,NPB Nigerian Delegation Dinner,Dinn,11,Astor Suite
"Barron, Kevin",1/23/08,NPG Parliamentary Briefing,Rec,45,Dng Rm B
"Boateng, Paul",10/20/04,NPIMR,Rec,100,Tce Pvln
"Paterson, Owen",6/7/06,NSCA Patrons' Club Summer Event,Rec,42,Dng Rm B
"Marsden, Gordon",1/22/08,NSFJAPSG New Years Dinner,Dinn,30,Dng Rm A
"Burstow, Paul",7/13/05,NSPCC,Rec,150,Mmbrs Dng Rm
"Burstow, Paul",11/2/05,NSPCC,Rec,100,Strngrs Dng Rm
"Burstow, Paul",4/25/06,NSPCC,Dinn,10,Dng Rm D
"Burstow, Paul",5/16/06,NSPCC,Rec,100,Tce Pvln
"Davies, Geraint",3/22/05,NSPCC,Rec,100,Tce Pvln
"Dawson, Hilton",4/26/04,NSPCC,Rec,200,Mmbrs Dng Rm
"Dawson, Hilton",3/1/05,NSPCC,Dinn,10,Dng Rm C
"Lait, Jacqui",1/27/05,NSPCC,Rec,39,Dng Rm B
"Lansley, Andrew",7/5/07,NSPCC Lunch,Lnch,6,Dng Rm C
"Blears, Hazel",5/22/08,NTU Alumni Reception,Rec,110,Tce Pvln
"Whittingdale, John",6/22/09,Nuclear Energy Discussion with Conservatives,Lnch,13,Astor Suite
"Connarty, Michael",12/5/07,Nuclear Industry Association,Rec,200,Mmbrs Dng Rm
"Drew, David",12/1/04,Nuclear Industry Association,Dinn,22,Club Rm
"Tynan, Bill",9/27/04,Nuclear Industry Association,Dinn,24,Dng Rm B
"Tynan, Bill",12/1/04,Nuclear Industry Association,Rec,150,Tce Pvln
"Harris, Evan",11/11/08,Nuffield Council On Bioethics,Rec,60,Tce Pvln
"Dorrell, Stephen",11/13/07,Nuffield Hospitals Reception,Rec,150,Mmbrs Dng Rm
"Olner, Bill",10/30/06,Nuneaton Lions Club,Lnch,36,Dng Rm A
"Gibson, Ian",1/17/06,NUS Annual Reception,Rec,150,Tce Pvln
"Grogan, John",10/18/07,NUS Annual Reception,Rec,120,Tce Pvln
"Marris, Rob",11/25/08,NUS Annual Reception,Rec,150,Tce Pvln
"Banks, Gordon",2/28/06,NUS Scotland,Rec,35,Dng Rm A
"Denham, John",3/3/08,NW/NE VCs,Dinn,15,Club Rm
"Gray, James",5/9/07,NWBA Dinner,Dinn,29,Dng Rm A
"Eagle, Maria",7/18/05,NWDA,Rec,100,Strngrs Dng Rm
"Iddon, Brian",10/29/08,NWDA,Rec,120,Tce Pvln
"McCartney, Ian",3/27/06,NWDA,Rec,100,Tce Pvln
"Reed, Jamie",11/14/05,NWDA,Rec,100,Tce Pvln
"Woolas, Phil",10/25/04,NWDA,Rec,100,Tce Pvln
"Woolas, Phil",2/9/05,NWDA,Rec,100,Tce Pvln
"Anderson, Janet",12/4/08,NWDA - Celebrating Tourism,Rec,75,Tce Pvln
"Sheerman, Barry",12/1/05,Nwetworking for Industry,Bfast,35,"Dng Rm B, Dng Rm C"
"Iddon, Brian",11/5/08,NWPC Dinner,Dinn,21,Dng Rm B
"Pollard, Kerry",11/8/04,O A Sports Club,Dinn,24,Dng Rm B
"Hughes, Simon",10/21/04,O S W,Rec,100,Mmbrs Dng Rm
"Lancaster, Mark",4/20/07,O U Bus School Awards,Dinn,165,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Lancaster, Mark",7/17/08,O. G. D.,Dinn,11,Dng Rm C
"Paterson, Owen",5/11/04,O.Patterson Mp,Tea,45,Dng Rm B
"Chaytor, David",11/3/08,O2,Dinn,18,Astor Suite
"Dhanda, Parmjit",6/17/09,O2 Dinner on Digital Britain,Dinn,14,Dng Rm C
"Liddell-Grainger, Ian",11/29/06,O2 Parliamentary Reception,Rec,100,Strngrs Dng Rm
"Bottomley, Peter J",12/11/08,OBV Alumni Winter Reception,Rec,40,Astor Suite
"Key, Robert",5/20/08,OC London Drinks Party,Rec,81,Dng Rm A
"Cousins, Jim",1/24/06,Occupational Pensions,Lnch,38,Dng Rm A
"Caborn, Richard",2/1/06,OCS Group Ltd,Dinn,54,Dng Rm A
"Cooper, Yvette",6/13/05,ODPM,Rec,100,Strngrs Dng Rm
"Gale, Roger",7/20/04,Ofcom,Dinn,14,Astor Suite
"McKenna, Rosemary",6/14/05,ofcom,Rec,15,Club Rm
"Mitchell, Austin",7/20/05,OFCOM,Bfast,18,Dng Rm B
"Mitchell, Austin",4/24/07,Ofcom,Bfast,22,Dng Rm A
"Taylor, Ian",9/8/04,OFCOM,Dinn,10,Dng Rm D
"Williams, Betty",6/29/05,Ofcom,Dinn,14,Dng Rm D
"Stringer, Graham",2/26/07,Off Road Motorbikes Reg Bill,Rec,100,Tce Pvln
"Taylor, Ian",7/19/06,Offender Training & Empolyment Programme,Rec,200,Mmbrs Dng Rm
"Sutcliffe, Gerry",10/6/04,Office of Fair Trading,Rec,110,Tce Pvln
"Clappison, James",11/16/05,Office of PCAA,Rec,150,Tce Pvln
"McCartney, Ian",10/21/08,OFGEM,Rec,50,Dng Rm A
"Smith, Robert",2/20/08,Ofgem,Rec,50,Strngrs Dng Rm
"Whitehead, Alan",11/29/06,OFGEM,Rec,60,Dng Rm A
"Thornberry, Emily",6/19/07,Ofgem Summer Parliamentary Reception,Rec,50,Dng Rm A
"Cunningham, Jim",2/26/09,OFQUAL Evening Reception,Rec,190,Mmbrs Dng Rm
"Haselhurst, Sir Alan",4/21/04,Ofsted,Rec,130,Tce Pvln
"Harris, Evan",2/22/07,OFT Pharmaceutical Price Review,Bfast,91,Church. Dng Rm
"Barron, Kevin",2/21/07,OFT Pharmaceutical Pricing Review,Dinn,24,Astor Suite
"Begg, Anne",7/8/08,Oil & Gas All Party Group,Lnch,17,Astor Suite
"Begg, Anne",1/15/08,Oil & Gas All Party Group Drinks,Rec,100,Tce Pvln
"Miliband, Ed",2/9/09,Oil & Gas Industry Dinner,Dinn,18,Astor Suite
"Milburn, Alan",7/4/06,Oil & Gas Sector Lunch,Lnch,15,Astor Suite
"Begg, Anne",2/9/09,Oil + Gas All Party Group Reception,Rec,134,Tce Pvln
"Jack, Michael",10/30/04,Old Arnoldian Association,Dinn,102,"Church. Dng Rm, Tce Pvln"
"Opik, Lembit",10/7/06,Old Arnoldians,Dinn,100,"Church. Dng Rm, Tce Pvln"
"Hall, Patrick",3/12/07,Old Bedford Modernians,Lnch,117,"Church. Dng Rm, Dng Rm D, Tce Pvln"
"Hall, Patrick",3/7/05,Old Bedford Modernians Club,Lnch,106,"Church. Dng Rm, Tce Pvln"
"Gibb, Nicolas",3/3/08,Old Bedford Modernians Club Lunch,Lnch,115,"Church. Dng Rm, Dng Rm D, Tce Pvln"
"Gibb, Nicolas",3/7/05,Old Bedford Modernians' Club,Lnch,14,Dng Rm C
"Gibb, Nicolas",3/6/06,Old Bedford Modernians' Club,Lnch,120,"Church. Dng Rm, Tce Pvln"
"Hall, Patrick",3/6/06,Old Bedford Modernians' Club,Lnch,14,Dng Rm C
"Hall, Patrick",3/2/09,Old Bedfound Modernians' Club Lunch,Lnch,108,"Church. Dng Rm, Dng Rm D, Tce Pvln"
"Tipping, Paddy",7/15/05,Old Brodlians Society,Dinn,24,Dng Rm B
"Jenkin, Hon Bernard",5/23/05,Old Cholmeleian Society,Rec,44,Dng Rm B
"Waterson, Nigel",4/18/08,Old Eastbournian Association Dinner,Dinn,91,"Church. Dng Rm, Tce Pvln"
"Willis, Phil",10/30/04,Old Ethelburgian Association,Rec,40,Dng Rm B
"Haselhurst, Sir Alan",2/8/08,Old Festedian Society,Dinn,154,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Curry, David",4/28/06,Old Giggleswickian Club,Dinn,134,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Evans, Nigel",4/27/07,Old Giggleswickian Dinner,Dinn,104,"Church. Dng Rm, Tce Pvln"
"Love, Andrew",5/16/08,Old Halians 150th Celebration,Dinn,42,Dng Rm A
"Penrose, John",4/30/08,Old Ipswichian Club,Dinn,54,Dng Rm A
"Beresford, Paul",11/21/08,Old King's Club,Dinn,162,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Clifton-Brown, Geoffrey",4/27/06,Old Marrorian Parliamentary Dinner,Dinn,20,Dng Rm B
"Marshall-Andrews, Robert",5/18/05,Old Millhillians Club,Dinn,47,Dng Rm A
"Marshall-Andrews, Robert",11/4/05,Old Millhillians Club,Lnch,12,Dng Rm C
"Harvey, Nick",5/15/09,Old Queenian Association Dinner,Dinn,88,"Church. Dng Rm, Tce Pvln"
"Harvey, Nick",5/17/07,Old Queenians Association,Dinn,49,Dng Rm A
"Harvey, Nick",5/11/06,Old Queenians Dinner,Dinn,24,Dng Rm B
"Harvey, Nick",5/16/08,Old Queenians' Dinner,Dinn,77,"Church. Dng Rm, Tce Pvln"
"Raynsford, Nick",2/1/07,Old Reptonian Society,Rec,100,Tce Pvln
"Horam, John",11/20/08,Old Silcoatians' Reception,Rec,45,Dng Rm B
"Browne, Jeremy",3/23/07,Old Tauntonian Association Dinner,Dinn,170,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Maples, John",11/6/08,Old Warwickians,Rec,51,Dng Rm A
"Simmonds, Mark",12/12/08,Old Worksopian Society,Dinn,159,"Mmbrs Dng Rm, Tce Pvln"
"Turner, Desmond",10/19/04,Olimpic Sailing Reception,Rec,100,Tce Pvln
"Hain, Peter",5/24/05,Olympic Committee,Rec,100,Tce Pvln
"Wyatt, Derek",12/5/06,Olympic Futures,Lnch,22,Astor Suite
"Raynsford, Nick",5/21/08,Olympic Legacy for Greenwich,Rec,130,Tce Pvln
"Russell, Christine",7/14/09,Ombudsman's Annual Report Launch,Rec,100,Tce Pvln
"O'Hara, Eddie",5/10/04,ON DEMAND PR & MARKETING,Lnch,96,"Church. Dng Rm, Tce Pvln"
"Dowd, Jim",6/6/07,One in a Million Award Ceremony,Rec,178,Mmbrs Dng Rm
"Mitchell, Andrew",1/24/05,One Nation,Dinn,10,Dng Rm D
"Mitchell, Andrew",1/31/05,One Nation,Dinn,16,Dng Rm D
"Mitchell, Andrew",2/7/05,One Nation,Dinn,10,Dng Rm C
"Mitchell, Andrew",2/28/05,One Nation,Dinn,10,Dng Rm D
"Mitchell, Andrew",4/4/05,One Nation,Dinn,13,Dng Rm D
"Mitchell, Andrew",5/23/05,One Nation,Dinn,16,Dng Rm D
"Mitchell, Andrew",6/6/05,One Nation,Dinn,10,Dng Rm D
"Mitchell, Andrew",6/13/05,One Nation,Dinn,13,Dng Rm D
"Mitchell, Andrew",6/27/05,One Nation,Dinn,10,Dng Rm D
"Mitchell, Andrew",7/18/05,One Nation,Dinn,10,Dng Rm D
"Mitchell, Andrew",10/17/05,One Nation,Dinn,13,Dng Rm D
"Mitchell, Andrew",10/24/05,One Nation,Dinn,10,Dng Rm D
"Mitchell, Andrew",11/7/05,One Nation,Dinn,13,Dng Rm D
"Mitchell, Andrew",11/14/05,One Nation,Dinn,10,Dng Rm D
"Mitchell, Andrew",11/28/05,One Nation,Dinn,10,Dng Rm D
"Mitchell, Andrew",12/5/05,One Nation,Dinn,13,Dng Rm D
"Mitchell, Andrew",1/30/06,One Nation,Dinn,10,Dng Rm D
"Mitchell, Andrew",2/6/06,One Nation,Dinn,13,Dng Rm D
"Mitchell, Andrew",2/13/06,One Nation,Dinn,16,Dng Rm D
"Mitchell, Andrew",3/13/06,One Nation,Dinn,10,Dng Rm D
"Mitchell, Andrew",4/24/06,One Nation,Dinn,10,Dng Rm D
"Mitchell, Andrew",5/8/06,One Nation,Dinn,10,Dng Rm D
"Mitchell, Andrew",5/15/06,One Nation,Dinn,10,Dng Rm D
"Mitchell, Andrew",6/12/06,One Nation,Dinn,10,Dng Rm D
"Mitchell, Andrew",7/3/06,One Nation,Dinn,10,Dng Rm D
"Mitchell, Andrew",7/10/06,One Nation,Dinn,10,Dng Rm D
"Mitchell, Andrew",7/17/06,One Nation,Dinn,10,Dng Rm D
"Mitchell, Andrew",10/16/06,One Nation,Dinn,10,Dng Rm D
"Mitchell, Andrew",11/20/06,One Nation,Dinn,8,Dng Rm D
