"","Dist_ID","lon","lat","Dist_Name","Province_Name","Aug.10","May_Aug_2010","X2010","X2009_and_2010","X2009","Prov_ID","Province","Est_votes","Total_PS","Male","Female","Kuchi"
"323",3007,62.66,34.5,"Karukh","Hirat",4,14,16,27,11,30,"Kandahar",22100,48,37,11,0
"324",3008,61.57,35.13,"Gulran","Hirat",3,15,23,31,8,30,"Kandahar",47598,95,62,18,15
"325",3009,61.15,34.18,"Ghoryan","Hirat",3,9,14,29,15,30,"Kandahar",15626,27,12,15,0
"326",3010,62,33.71,"Adraskan","Hirat",0,11,18,30,12,30,"Kandahar",24504,41,17,24,0
"327",3011,63.28,33.84,"Farsi","Hirat",0,1,1,1,0,30,"Kandahar",204094,381,225,116,40
"328",3012,63.25,34.36,"Obe","Hirat",2,7,8,13,5,30,"Kandahar",29297,49,31,18,0
"329",3013,62.63,34.89,"Kushk-e-Kohna","Hirat",3,5,13,18,5,30,"Kandahar",36735,62,30,32,0
"330",3014,61.17,34.61,"Kohsan","Hirat",1,3,9,17,8,30,"Kandahar",5089,9,7,2,0
"331",3015,62.38,33.25,"Shindand","Hirat",6,39,66,94,28,30,"Kandahar",10069,17,13,4,0
"332",3016,63.96,34.45,"Chisht-e-Sharif","Hirat",1,6,14,18,4,30,"Kandahar",59318,123,57,52,14
"333",3101,62.23,32.24,"Farah","Farah",9,22,35,61,26,31,"Badghis",35800,68,40,28,0
"334",3102,62.88,32.21,"Bakwa","Farah",4,9,32,36,4,31,"Badghis",50980,100,50,36,14
"335",3103,62.75,32.77,"Bala Buluk","Farah",9,43,60,81,21,31,"Badghis",55940,112,54,46,12
"336",3104,62.07,32.76,"Khak-e-Safed","Farah",4,14,23,28,5,31,"Badghis",45870,94,51,43,0
"337",3105,62.06,32.49,"Pusht Rod","Farah",10,40,56,72,16,31,"Badghis",39350,82,37,29,16
"338",3106,61.33,32.4,"Qala-e-Kah","Farah",1,1,1,2,1,31,"Badghis",58740,114,52,44,18
"339",3107,61.37,32.11,"Shib Koh","Farah",0,0,0,1,1,31,"Badghis",12300,25,14,11,0
"340",3201,64.54,31.46,"Lashkar Gah","Hilmand",19,100,153,262,109,32,"Herat",233436,407,218,189,0
"341",3202,64.61,31.83,"Nahr-e-Saraj","Hilmand",29,179,318,478,160,32,"Herat",112377,212,114,96,2
"342",3203,63.79,31.58,"Nad-e-Ali","Hilmand",39,258,595,732,137,32,"Herat",65014,137,70,57,10
"343",3204,64.21,31.33,"Nawa-e-Barak Zaiy","Hilmand",6,25,46,92,46,32,"Herat",38821,87,45,41,1
"344",3205,65,32.12,"Sangin","Hilmand",15,100,233,298,65,32,"Herat",27347,65,37,28,0
"345",3206,64.74,32.47,"Musa Qaleh","Hilmand",8,40,88,127,39,32,"Herat",52174,131,68,59,4
"346",3207,64.47,32.47,"Naw Zad","Hilmand",3,33,61,80,19,32,"Herat",47511,132,69,57,6
"347",3208,63.95,32.1,"Wa Sher","Hilmand",0,6,12,13,1,32,"Herat",27685,72,36,34,2
"348",3209,64.17,30.31,"Garm Ser","Hilmand",1,40,74,117,43,32,"Herat",37603,96,53,41,2
"349",3210,65.04,32.48,"Kajaki","Hilmand",0,12,35,51,16,32,"Herat",19762,55,29,24,2
"350",3211,65.04,33.01,"Baghran","Hilmand",0,2,4,7,3,32,"Herat",30201,83,46,35,2
"351",3212,63.48,30.83,"Reg(khan Neshin","Hilmand",3,9,29,38,9,32,"Herat",29068,79,39,38,2
"352",3213,63.17,29.88,"Deh shu","Hilmand",1,2,2,4,2,32,"Herat",13425,39,20,17,2
"353",3301,65.71,31.51,"Kandahar","Kandahar",73,397,676,1248,572,33,"Farah",62904,122,70,50,2
"354",3302,65.64,31.76,"Arghandab","Kandahar",15,106,153,276,123,33,"Farah",16709,41,21,18,2
"355",3303,65.4,31.64,"Zheray","Kandahar",21,161,268,420,152,33,"Farah",19356,48,26,22,0
"356",3304,65.16,31.07,"Panj wayi","Kandahar",17,92,131,245,114,33,"Farah",25638,73,36,34,3
"357",3305,65.78,31.21,"Daman","Kandahar",8,33,60,113,53,33,"Farah",28536,69,36,30,3
"358",3306,66.01,32.08,"Shah Wali Kot","Kandahar",0,8,22,79,57,33,"Farah",11815,31,15,14,2
"359",3307,65.5,32.01,"Khakrez","Kandahar",3,28,49,103,54,33,"Farah",12886,28,15,12,1
"360",3308,64.99,31.58,"Maywand","Kandahar",13,54,80,162,82,33,"Farah",14795,32,17,15,0
"361",3309,65.17,30.12,"Reg","Kandahar",0,3,14,18,4,33,"Farah",11544,27,14,13,0
"362",3310,66.04,30.17,"Shor Abak","Kandahar",1,5,15,31,16,33,"Farah",10202,25,13,12,0
"363",3311,66.17,30.99,"Spin Boldak","Kandahar",6,30,59,110,51,33,"Farah",19611,44,23,20,1
"364",3401,62.04,30.91,"Zaranj","Nimroz",3,16,29,62,33,34,"Nimroz",51600,89,52,35,2
"365",3402,61.83,31.32,"Kang","Nimroz",1,2,5,11,6,34,"Nimroz",15600,30,15,11,4
"366",3403,62.08,30.16,"Chahar Burjak","Nimroz",0,1,2,10,8,34,"Nimroz",10800,20,9,9,2
"367",3404,62.44,31.32,"Chakhansur","Nimroz",0,3,3,15,12,34,"Nimroz",13200,26,11,11,4
"368",3405,62.91,31.74,"Khash Rod","Nimroz",7,60,96,182,86,34,"Nimroz",21600,38,18,18,2
